idcliente,zona,pais,tipodeproducto,canaldeventa,prioridad,fechapedido,idpedido,fechaenvio,unidades,preciounitario,costeunitario,importeventatotal,importecostetotal
C8546,Africa,Kuwait,CosmEticos,Online,Baja,2/02/2020,854614722,5/02/2020,8343,437.20001,263.32999,3647559.5,2196962.3
C8758,Africa,Rwanda,Cuidado personal,Offline,Alta,23/09/2020,875811898,13/10/2020,1058,81.730003,56.669998,86470.344,59956.859
C1868,Africa,Cameroon,Cuidado personal,Offline,CrItica,18/05/2022,186811625,3/06/2022,566,81.730003,56.669998,46259.18,32075.221
C2048,Europa,Czech Republic,CArnicos,Offline,CrItica,6/02/2022,204850232,6/03/2022,8591,421.89001,364.69,3624457,3133051.8
C6174,Africa,Equatorial Guinea,DomEstico,Offline,CrItica,28/08/2021,617476546,3/10/2021,3887,668.27002,502.54001,2597565.5,1953373
C7325,Africa,Liberia,Frutas,Online,CrItica,9/05/2020,732551896,5/06/2020,7240,9.3299999,6.9200001,67549.203,50100.801
C8282,Africa,The Gambia,Cuidado personal,Online,Alta,8/03/2022,828250110,10/04/2022,6468,81.730003,56.669998,528629.63,366541.56
C8030,Africa,Liberia,Cuidado personal,Online,Media,8/02/2020,803057515,22/03/2020,1419,81.730003,56.669998,115974.87,80414.727
C6257,Europa,Monaco,Material de oficina,Offline,Media,7/05/2020,625772941,15/06/2020,8974,651.21002,524.96002,5843958.5,4710991
C7855,Asia,Thailand,Snacks,Offline,Alta,17/12/2020,785507714,31/12/2020,8043,152.58,97.440002,1227201,783709.94
C9416,Africa,Cape Verde,Bebida,Offline,CrItica,1/11/2021,941685664,21/12/2021,4569,47.450001,31.790001,216799.05,145248.52
C3740,Africa,Rwanda,Frutas,Offline,Media,22/05/2020,374043118,2/07/2020,6526,9.3299999,6.9200001,60887.578,45159.922
C2326,Africa,Chad,Cuidado personal,Offline,Media,10/08/2021,232628905,1/09/2021,8917,81.730003,56.669998,728786.44,505326.38
C3878,Africa,Turkey,Cuidado personal,Online,Baja,15/04/2022,387804353,23/05/2022,8781,81.730003,56.669998,717671.13,497619.28
C7802,Africa,Tanzania,Ropa,Online,CrItica,23/01/2021,780243289,17/02/2021,183,109.28,35.84,19998.24,6558.7202
C9709,Africa,Togo,Cuidado personal,Online,Media,8/09/2022,970932042,9/10/2022,9222,81.730003,56.669998,753714.06,522610.75
C5911,Australia y OceanIa,Marshall Islands,CArnicos,Offline,Alta,23/04/2022,591169440,4/06/2022,9029,421.89001,364.69,3809244.8,3292786
C6925,CentroamErica y Caribe,Cuba,DomEstico,Online,Baja,14/03/2021,692566812,21/03/2021,4765,668.27002,502.54001,3184306.5,2394603
C5970,Africa,Guinea-Bissau,Material de oficina,Online,Baja,16/06/2022,597047984,2/07/2022,8621,651.21002,524.96002,5614081.5,4525680
C1468,Europa,Georgia,Bebida,Online,Alta,3/01/2021,146849286,23/01/2021,4822,47.450001,31.790001,228803.91,153291.38
C1545,CentroamErica y Caribe,The Bahamas,Frutas,Offline,Alta,9/03/2022,154519546,15/03/2022,4622,9.3299999,6.9200001,43123.262,31984.24
C1529,Europa,Ukraine,Frutas,Offline,CrItica,16/04/2020,152920091,17/05/2020,1308,9.3299999,6.9200001,12203.64,9051.3604
C6452,Africa,Djibouti,Cereales,Online,CrItica,13/01/2020,645224750,14/02/2020,5197,205.7,117.11,1069022.9,608620.69
C8549,CentroamErica y Caribe,Honduras,Material de oficina,Offline,CrItica,20/10/2020,854919850,5/11/2020,8637,651.21002,524.96002,5624501,4534079.5
C9758,Australia y OceanIa,Palau,Cereales,Online,CrItica,19/12/2020,975804221,13/01/2021,1008,205.7,117.11,207345.59,118046.88
C8219,Europa,Portugal,DomEstico,Offline,Baja,25/02/2022,821989190,11/03/2022,3723,668.27002,502.54001,2487969.3,1870956.4
C2778,Africa,Iraq,Alimento infantil,Offline,Baja,5/02/2022,277898585,6/03/2022,5222,255.28,159.42,1333072.1,832491.25
C6482,Asia,Philippines,Verduras,Offline,Baja,21/10/2021,648268735,17/11/2021,5979,154.06,90.93,921124.75,543670.5
C6081,CentroamErica y Caribe,Barbados,Frutas,Offline,CrItica,31/03/2021,608148467,3/04/2021,3501,9.3299999,6.9200001,32664.33,24226.92
C2528,Africa,Mozambique,Cereales,Online,Baja,19/10/2020,252899110,5/11/2020,7321,205.7,117.11,1505929.8,857362.31
C6481,Europa,Vatican City,Frutas,Online,Alta,1/09/2022,648194491,17/09/2022,4009,9.3299999,6.9200001,37403.969,27742.279
C6800,Africa,Kuwait,Snacks,Offline,Alta,20/11/2020,680020940,1/12/2020,2163,152.58,97.440002,330030.53,210762.72
C2046,Africa,Gabon,Alimento infantil,Offline,CrItica,3/10/2022,204677283,3/10/2022,7411,255.28,159.42,1891880.1,1181461.6
C4987,Asia,Brunei,Ropa,Online,Media,5/09/2021,498774850,22/10/2021,7417,109.28,35.84,810529.75,265825.28
C2092,Africa,Iran,Frutas,Online,Alta,22/06/2021,209237468,22/06/2021,6871,9.3299999,6.9200001,64106.43,47547.32
C3033,Europa,Czech Republic,CosmEticos,Offline,CrItica,22/08/2020,303301465,16/09/2020,2498,437.20001,263.32999,1092125.6,657798.31
C9185,Australia y OceanIa,Nauru,CArnicos,Offline,Alta,14/05/2022,918515670,7/06/2022,8053,421.89001,364.69,3397480.3,2936848.5
C9127,Europa,Monaco,Snacks,Online,Baja,1/09/2021,912741410,11/09/2021,9321,152.58,97.440002,1422198.1,908238.25
C1141,Europa,Vatican City,Cereales,Offline,Baja,9/02/2021,114152514,21/03/2021,9121,205.7,117.11,1876189.8,1068160.3
C6712,Africa,Swaziland,Cuidado personal,Online,Baja,18/10/2020,671235311,15/11/2020,2300,81.730003,56.669998,187979,130341
C3027,CentroamErica y Caribe,Barbados,Alimento infantil,Online,Media,2/09/2022,302788627,3/10/2022,738,255.28,159.42,188396.64,117651.96
C8479,Europa,Slovakia,Cuidado personal,Online,Media,29/06/2020,847923791,16/07/2020,8347,81.730003,56.669998,682200.31,473024.5
C6160,Australia y OceanIa,Tuvalu,Alimento infantil,Online,Alta,20/04/2021,616064631,1/06/2021,6070,255.28,159.42,1549549.6,967679.38
C2369,Europa,Austria,Frutas,Offline,Media,1/02/2021,236947476,28/02/2021,6879,9.3299999,6.9200001,64181.07,47602.68
C4106,Australia y OceanIa,Tonga,DomEstico,Online,Alta,16/07/2020,410621154,15/08/2020,779,668.27002,502.54001,520582.34,391478.66
C5574,CentroamErica y Caribe,Dominica,Frutas,Online,Baja,1/10/2020,557446992,24/10/2020,9807,9.3299999,6.9200001,91499.313,67864.438
C1680,Australia y OceanIa,Samoa ,CosmEticos,Offline,Alta,13/10/2021,168098819,28/10/2021,3031,437.20001,263.32999,1325153.3,798153.25
C1535,Australia y OceanIa,Kiribati,Verduras,Offline,Alta,30/03/2021,153562963,29/04/2021,1548,154.06,90.93,238484.88,140759.64
C5951,CentroamErica y Caribe,Panama,Ropa,Offline,Baja,5/06/2021,595138251,4/07/2021,3489,109.28,35.84,381277.91,125045.76
C2944,Asia,Uzbekistan,Alimento infantil,Online,Baja,4/03/2022,294436013,11/04/2022,9014,255.28,159.42,2301094,1437011.9
C8233,Africa,Swaziland,Alimento infantil,Online,CrItica,16/04/2022,823380076,3/05/2022,5317,255.28,159.42,1357323.8,847636.13
C6742,Africa,Saudi Arabia,Frutas,Online,Alta,31/12/2020,674206769,15/02/2021,1620,9.3299999,6.9200001,15114.6,11210.4
C2094,Africa,Zambia,Material de oficina,Offline,Alta,15/03/2022,209464919,20/04/2022,4179,651.21002,524.96002,2721406.5,2193807.8
C3120,NorteamErica,Greenland,Alimento infantil,Online,Alta,17/08/2021,312015855,3/09/2021,1280,255.28,159.42,326758.41,204057.59
C1350,Asia,Turkmenistan,CArnicos,Offline,Baja,21/07/2022,135033404,26/07/2022,8240,421.89001,364.69,3476373.5,3005045.5
C2520,CentroamErica y Caribe,El Salvador,Alimento infantil,Offline,Media,1/02/2020,252003896,2/03/2020,2408,255.28,159.42,614714.25,383883.38
C4067,Africa,Pakistan,Alimento infantil,Offline,Alta,6/08/2022,406726157,13/08/2022,8163,255.28,159.42,2083850.6,1301345.5
C8633,Africa,Libya,Cuidado personal,Offline,Media,15/09/2021,863311517,6/10/2021,1917,81.730003,56.669998,156676.41,108636.39
C1561,Asia,Taiwan,Bebida,Offline,CrItica,20/04/2022,156183803,28/05/2022,7113,47.450001,31.790001,337511.84,226122.27
C9400,Europa,Macedonia,Bebida,Offline,Baja,3/02/2021,940079343,17/03/2021,9223,47.450001,31.790001,437631.34,293199.16
C5400,Australia y OceanIa,Solomon Islands,DomEstico,Offline,Alta,7/05/2022,540046966,9/05/2022,753,668.27002,502.54001,503207.31,378412.63
C4014,NorteamErica,Mexico,Bebida,Offline,Media,22/02/2022,401447999,27/02/2022,6239,47.450001,31.790001,296040.56,198337.81
C2399,Africa,Somalia,Cuidado personal,Offline,Alta,8/04/2021,239956271,30/04/2021,7248,81.730003,56.669998,592379.06,410744.16
C2915,Asia,Taiwan,Frutas,Online,Media,23/11/2020,291558110,1/01/2021,7379,9.3299999,6.9200001,68846.07,51062.68
C8625,CentroamErica y Caribe,Cuba,DomEstico,Online,CrItica,7/03/2021,862552344,5/04/2021,7261,668.27002,502.54001,4852308.5,3648943
C9795,Australia y OceanIa,Federated States of Micronesia,Frutas,Offline,CrItica,3/09/2022,979550302,3/10/2022,9557,9.3299999,6.9200001,89166.813,66134.438
C6394,Australia y OceanIa,Australia,DomEstico,Offline,Alta,17/01/2022,639475810,3/02/2022,3958,668.27002,502.54001,2645012.8,1989053.4
C3595,Asia,Myanmar,Cereales,Offline,Alta,31/01/2022,359565198,1/03/2022,2187,205.7,117.11,449865.91,256119.56
C7273,Europa,Montenegro,Cereales,Online,Baja,9/09/2021,727367293,23/10/2021,3001,205.7,117.11,617305.69,351447.13
C1507,Africa,Nigeria,Ropa,Offline,Media,2/03/2020,150743424,2/03/2020,7184,109.28,35.84,785067.5,257474.56
C7078,CentroamErica y Caribe,The Bahamas,Verduras,Online,Alta,4/07/2021,707867419,2/08/2021,2555,154.06,90.93,393623.31,232326.16
C4972,Africa,Ethiopia,Snacks,Offline,Alta,13/07/2021,497225606,2/08/2021,8961,152.58,97.440002,1367269.4,873159.81
C3876,Australia y OceanIa,Nauru,Verduras,Offline,Alta,30/09/2020,387616813,5/10/2020,3283,154.06,90.93,505778.97,298523.19
C8681,CentroamErica y Caribe,Haiti,DomEstico,Online,Baja,27/01/2020,868152368,23/02/2020,4433,668.27002,502.54001,2962441,2227759.8
C6982,CentroamErica y Caribe,Antigua and Barbuda ,Snacks,Online,Alta,29/03/2022,698256099,14/04/2022,8351,152.58,97.440002,1274195.6,813721.44
C9576,Europa,Slovenia,CArnicos,Online,Baja,29/10/2021,957664334,18/11/2021,3013,421.89001,364.69,1271154.6,1098811
C9964,NorteamErica,Greenland,Material de oficina,Online,Baja,12/12/2020,996425902,2/01/2021,3422,651.21002,524.96002,2228440.5,1796413.1
C6849,Africa,Burundi,CosmEticos,Offline,CrItica,13/02/2022,684902131,28/02/2022,6615,437.20001,263.32999,2892078,1741928
C8637,Europa,Czech Republic,Material de oficina,Offline,Alta,14/02/2021,863766849,24/03/2021,6660,651.21002,524.96002,4337058.5,3496233.5
C1940,Africa,Equatorial Guinea,Material de oficina,Offline,Media,15/09/2022,194006383,22/10/2022,9655,651.21002,524.96002,6287432.5,5068489
C1069,CentroamErica y Caribe,Dominican Republic,Ropa,Offline,Alta,7/01/2022,106919562,25/02/2022,8729,109.28,35.84,953905.13,312847.38
C7541,Europa,Poland,Cuidado personal,Online,CrItica,30/04/2020,754117715,24/05/2020,9045,81.730003,56.669998,739247.88,512580.16
C5575,Europa,Albania,Frutas,Offline,CrItica,27/09/2020,557524669,16/11/2020,2794,9.3299999,6.9200001,26068.02,19334.48
C2593,Africa,Sudan,Snacks,Offline,Baja,13/01/2021,259376752,10/02/2021,4200,152.58,97.440002,640836,409248
C6722,NorteamErica,Canada,CArnicos,Online,Baja,31/10/2020,672222793,17/12/2020,4517,421.89001,364.69,1905677.1,1647304.8
C4289,Europa,Czech Republic,Cereales,Online,Baja,24/02/2020,428924119,6/03/2020,7033,205.7,117.11,1446688.1,823634.63
C9326,Africa,Madagascar,DomEstico,Offline,CrItica,30/10/2020,932654559,9/11/2020,2065,668.27002,502.54001,1379977.5,1037745.1
C5069,Europa,Estonia,Bebida,Online,Alta,10/04/2022,506900441,10/04/2022,1960,47.450001,31.790001,93002,62308.398
C2454,Africa,Ethiopia,Ropa,Online,Media,4/11/2022,245460593,27/11/2022,6099,109.28,35.84,666498.75,218588.16
C8624,Africa,Republic of the Congo,Snacks,Online,Media,22/04/2021,862446343,26/05/2021,5893,152.58,97.440002,899153.94,574213.94
C4422,Europa,Croatia,DomEstico,Offline,CrItica,13/02/2021,442281520,14/03/2021,9785,668.27002,502.54001,6539022,4917354
C2897,Europa,Switzerland,Bebida,Offline,Alta,5/06/2020,289702451,18/06/2020,8248,47.450001,31.790001,391367.59,262203.91
C8797,Africa,Angola,Bebida,Offline,CrItica,23/01/2022,879757964,27/02/2022,8787,47.450001,31.790001,416943.16,279338.72
C5078,Asia,Cambodia,Cereales,Offline,Alta,4/09/2020,507809388,5/09/2020,937,205.7,117.11,192740.91,109732.07
C2395,Africa,Pakistan,DomEstico,Offline,CrItica,6/05/2021,239530551,17/05/2021,1268,668.27002,502.54001,847366.38,637220.75
C7609,Africa,Malawi,Alimento infantil,Online,Baja,13/12/2020,760907781,6/01/2021,8376,255.28,159.42,2138225.3,1335301.9
C1282,Africa,Botswana,Cereales,Offline,Baja,29/01/2021,128239905,10/03/2021,7893,205.7,117.11,1623590.1,924349.25
C5181,CentroamErica y Caribe,Saint Vincent and the Grenadines,Alimento infantil,Online,CrItica,8/11/2020,518138253,28/11/2020,7478,255.28,159.42,1908983.9,1192142.8
C5775,Australia y OceanIa,Kiribati,Snacks,Online,Alta,26/03/2021,577526652,10/04/2021,1825,152.58,97.440002,278458.5,177828
C3736,CentroamErica y Caribe,Honduras,Material de oficina,Offline,Baja,18/09/2020,373641431,28/10/2020,7657,651.21002,524.96002,4986315,4019618.8
C9440,Africa,Israel,CArnicos,Offline,Baja,27/06/2022,944031417,12/08/2022,8730,421.89001,364.69,3683099.8,3183743.8
C2465,Asia,Brunei,Bebida,Online,Baja,27/07/2021,246557939,14/09/2021,828,47.450001,31.790001,39288.602,26322.119
C8093,Africa,Senegal,Material de oficina,Online,Baja,9/07/2020,809394824,9/07/2020,6770,651.21002,524.96002,4408691.5,3553979.3
C2810,Europa,Iceland,Verduras,Offline,Alta,24/04/2022,281028401,14/05/2022,1404,154.06,90.93,216300.23,127665.72
C8802,CentroamErica y Caribe,Haiti,Material de oficina,Offline,Baja,20/04/2020,880257499,1/05/2020,6610,651.21002,524.96002,4304498,3469985.5
C8461,Europa,Switzerland,Alimento infantil,Online,Media,20/07/2022,846193444,2/09/2022,6299,255.28,159.42,1608008.8,1004186.6
C2882,Europa,Italy,CArnicos,Offline,Alta,18/10/2021,288260066,10/11/2021,1414,421.89001,364.69,596552.44,515671.66
C7361,Europa,Romania,Cereales,Online,Media,12/08/2022,736193692,1/09/2022,4928,205.7,117.11,1013689.6,577118.06
C1900,Europa,Georgia,Cereales,Offline,CrItica,30/10/2022,190043151,13/12/2022,6846,205.7,117.11,1408222.3,801735.06
C7701,NorteamErica,United States of America,CArnicos,Offline,Media,4/09/2020,770169770,18/09/2020,9205,421.89001,364.69,3883497.5,3356971.5
C1672,Australia y OceanIa,Kiribati,Material de oficina,Offline,CrItica,7/12/2021,167247378,18/01/2022,1071,651.21002,524.96002,697445.94,562232.19
C1922,Europa,Bosnia and Herzegovina,Snacks,Online,CrItica,8/05/2021,192262303,8/05/2021,3543,152.58,97.440002,540590.94,345229.91
C9265,Africa,Mauritius ,Cuidado personal,Offline,Media,23/03/2021,926513373,23/03/2021,4751,81.730003,56.669998,388299.22,269239.16
C2716,NorteamErica,Greenland,CArnicos,Online,Media,23/05/2021,271611917,9/06/2021,4857,421.89001,364.69,2049119.8,1771299.4
C6994,Africa,Zimbabwe,Material de oficina,Online,CrItica,31/08/2020,699481761,14/09/2020,1052,651.21002,524.96002,685072.94,552257.94
C7023,Europa,Belgium,Ropa,Offline,Media,12/02/2021,702359235,1/03/2021,2560,109.28,35.84,279756.81,91750.398
C6427,Europa,Luxembourg,Verduras,Online,Media,9/12/2020,642793166,19/01/2021,5637,154.06,90.93,868436.25,512572.41
C5036,Africa,Sudan,Material de oficina,Online,Baja,28/07/2021,503644883,9/08/2021,8568,651.21002,524.96002,5579567.5,4497857.5
C3380,Africa,Cote d'Ivoire,Cuidado personal,Online,Alta,31/07/2020,338088214,18/09/2020,6670,81.730003,56.669998,545139.13,377988.91
C7196,Africa,Rwanda,Cereales,Offline,Media,24/08/2021,719609487,21/09/2021,7293,205.7,117.11,1500170.1,854083.25
C4920,NorteamErica,Mexico,Verduras,Online,Media,14/09/2021,492007529,4/10/2021,4816,154.06,90.93,741952.94,437918.88
C8193,Australia y OceanIa,Tuvalu,Verduras,Offline,CrItica,12/12/2020,819393670,16/12/2020,5651,154.06,90.93,870593.06,513845.44
C2361,Africa,Guinea-Bissau,Frutas,Offline,CrItica,31/05/2021,236191737,1/06/2021,3239,9.3299999,6.9200001,30219.869,22413.881
C4971,Europa,Greece,Cereales,Online,CrItica,31/08/2022,497138059,12/10/2022,3054,205.7,117.11,628207.81,357653.94
C7272,CentroamErica y Caribe,Haiti,Bebida,Online,Baja,23/05/2020,727281463,11/07/2020,7601,47.450001,31.790001,360667.44,241635.8
C5719,Africa,Yemen,CArnicos,Online,Media,11/02/2022,571983277,14/02/2022,1417,421.89001,364.69,597818.13,516765.72
C6469,Europa,Russia,Cuidado personal,Offline,Baja,13/01/2020,646917331,13/02/2020,6069,81.730003,56.669998,496019.38,343930.22
C2880,Africa,Tunisia ,Alimento infantil,Offline,Media,18/01/2021,288069951,3/02/2021,5155,255.28,159.42,1315968.4,821810.13
C7017,Asia,India,Verduras,Online,Media,14/06/2022,701739966,16/07/2022,9305,154.06,90.93,1433528.3,846103.63
C9145,Asia,Taiwan,Cereales,Online,Alta,9/12/2021,914538705,26/12/2021,1181,205.7,117.11,242931.7,138306.91
C9233,Africa,Morocco,Snacks,Offline,Alta,23/11/2021,923389995,9/01/2022,474,152.58,97.440002,72322.922,46186.559
C3455,Africa,Zimbabwe,Bebida,Online,Media,1/04/2022,345530164,9/04/2022,8909,47.450001,31.790001,422732.06,283217.13
C6685,Africa,Lebanon,Ropa,Online,Baja,25/11/2021,668508040,25/12/2021,5240,109.28,35.84,572627.19,187801.59
C3001,Australia y OceanIa,Federated States of Micronesia,Material de oficina,Offline,Alta,27/02/2020,300184953,29/02/2020,253,651.21002,524.96002,164756.13,132814.88
C4187,Europa,Macedonia,Frutas,Online,Baja,3/01/2021,418734729,6/01/2021,1766,9.3299999,6.9200001,16476.779,12220.72
C9226,Africa,Ghana,CosmEticos,Online,Media,11/04/2020,922643697,7/05/2020,9628,437.20001,263.32999,4209361.5,2535341.3
C8807,NorteamErica,Greenland,Material de oficina,Offline,Alta,30/04/2021,880710685,19/06/2021,718,651.21002,524.96002,467568.78,376921.28
C7820,Africa,Bahrain,DomEstico,Online,Baja,20/03/2022,782047021,6/04/2022,3947,668.27002,502.54001,2637661.8,1983525.4
C2860,Europa,Serbia,Alimento infantil,Offline,CrItica,29/10/2022,286076533,10/11/2022,5258,255.28,159.42,1342262.3,838230.38
C4725,Africa,Lebanon,Alimento infantil,Offline,Alta,1/08/2020,472535550,29/08/2020,2625,255.28,159.42,670110,418477.5
C6914,Europa,Monaco,CArnicos,Online,Alta,19/06/2020,691472899,7/08/2020,1052,421.89001,364.69,443828.28,383653.88
C8132,Africa,Iran,Alimento infantil,Online,Alta,18/02/2022,813249909,10/03/2022,7575,255.28,159.42,1933746,1207606.5
C7785,Africa,Mauritius ,Frutas,Online,Media,12/05/2021,778540408,9/06/2021,6263,9.3299999,6.9200001,58433.789,43339.961
C1483,CentroamErica y Caribe,Saint Kitts and Nevis ,CArnicos,Online,CrItica,17/01/2020,148330724,7/02/2020,3212,421.89001,364.69,1355110.6,1171384.3
C3539,Europa,Bulgaria,Frutas,Online,Baja,27/11/2021,353919684,1/01/2022,1554,9.3299999,6.9200001,14498.82,10753.68
C6469,Europa,Italy,Ropa,Offline,Media,1/07/2022,646918618,19/07/2022,6450,109.28,35.84,704856,231168
C3492,Africa,Namibia,Verduras,Offline,Baja,23/01/2022,349251353,3/02/2022,91,154.06,90.93,14019.46,8274.6299
C2031,Europa,San Marino,Bebida,Online,Media,31/03/2021,203154218,13/04/2021,6702,47.450001,31.790001,318009.91,213056.58
C1211,CentroamErica y Caribe,The Bahamas,Bebida,Offline,Baja,8/07/2022,121176040,23/07/2022,7538,47.450001,31.790001,357678.09,239633.02
C5361,Africa,Lebanon,Alimento infantil,Online,Baja,7/03/2020,536178147,27/03/2020,5884,255.28,159.42,1502067.5,938027.25
C1513,Australia y OceanIa,Australia,Verduras,Online,Alta,21/10/2021,151334369,7/11/2021,2058,154.06,90.93,317055.47,187133.94
C8901,Asia,Tajikistan,Cuidado personal,Online,Baja,23/01/2021,890131032,5/02/2021,8408,81.730003,56.669998,687185.81,476481.38
C2463,CentroamErica y Caribe,El Salvador,DomEstico,Online,Alta,14/01/2022,246366965,5/03/2022,4315,668.27002,502.54001,2883585,2168460
C7341,Asia,Indonesia,Cereales,Online,Baja,21/08/2020,734153497,22/09/2020,1189,205.7,117.11,244577.3,139243.8
C4379,Europa,Sweden,Cuidado personal,Offline,Media,27/04/2020,437914454,2/05/2020,7473,81.730003,56.669998,610768.31,423494.91
C6623,Australia y OceanIa,Tonga,DomEstico,Offline,Alta,1/02/2022,662386167,1/03/2022,3641,668.27002,502.54001,2433171,1829748.1
C9826,Africa,Mozambique,Ropa,Online,Media,12/03/2020,982617461,25/04/2020,7198,109.28,35.84,786597.44,257976.31
C5939,Europa,Andorra,CosmEticos,Online,CrItica,25/09/2020,593969666,8/10/2020,7678,437.20001,263.32999,3356821.5,2021847.8
C5621,Australia y OceanIa,Solomon Islands,Verduras,Online,Alta,13/03/2020,562116611,16/04/2020,1651,154.06,90.93,254353.06,150125.44
C6730,Europa,Romania,Verduras,Offline,Media,11/03/2021,673044621,26/03/2021,7715,154.06,90.93,1188572.9,701524.94
C7830,CentroamErica y Caribe,Saint Vincent and the Grenadines,Material de oficina,Offline,Alta,10/06/2022,783052527,17/06/2022,1499,651.21002,524.96002,976163.81,786915.06
C3687,Europa,France,CArnicos,Offline,Baja,17/03/2020,368751657,7/04/2020,664,421.89001,364.69,280134.97,242154.16
C7770,Africa,The Gambia,DomEstico,Offline,Baja,4/03/2021,777065837,12/03/2021,9904,668.27002,502.54001,6618546,4977156
C2752,Australia y OceanIa,Samoa ,Snacks,Offline,Baja,19/12/2020,275231397,21/01/2021,5941,152.58,97.440002,906477.75,578891.06
C8007,Europa,Serbia,Ropa,Offline,Media,15/10/2022,800797164,1/12/2022,2531,109.28,35.84,276587.69,90711.039
C3116,CentroamErica y Caribe,Saint Vincent and the Grenadines,CosmEticos,Online,Alta,25/08/2021,311624467,8/09/2021,5460,437.20001,263.32999,2387112,1437781.8
C4358,Africa,Syria,Bebida,Offline,Baja,11/02/2020,435887134,21/03/2020,7544,47.450001,31.790001,357962.81,239823.77
C6220,Australia y OceanIa,Australia,Verduras,Offline,Alta,22/02/2021,622071492,3/04/2021,3633,154.06,90.93,559700,330348.69
C3889,Africa,Cote d'Ivoire,CosmEticos,Offline,Media,20/12/2020,388976371,9/01/2021,5607,437.20001,263.32999,2451380.5,1476491.3
C6757,CentroamErica y Caribe,Dominican Republic,Cuidado personal,Online,CrItica,5/12/2021,675713098,23/01/2022,7376,81.730003,56.669998,602840.5,417997.91
C6917,Africa,Rwanda,Frutas,Online,Media,21/06/2022,691705501,24/07/2022,9884,9.3299999,6.9200001,92217.719,68397.281
C1666,Africa,Chad,CosmEticos,Online,Media,17/06/2021,166689908,29/07/2021,6103,437.20001,263.32999,2668231.5,1607103
C7007,Africa,Kenya,DomEstico,Offline,Alta,9/06/2022,700715148,14/07/2022,6039,668.27002,502.54001,4035682.5,3034839
C8141,CentroamErica y Caribe,Belize,Bebida,Online,Media,11/10/2020,814142549,14/11/2020,1727,47.450001,31.790001,81946.148,54901.328
C8976,Australia y OceanIa,Palau,Snacks,Offline,CrItica,6/04/2022,897645938,23/05/2022,2236,152.58,97.440002,341168.88,217875.84
C9622,Africa,Equatorial Guinea,Material de oficina,Offline,Alta,21/08/2021,962211644,9/10/2021,8663,651.21002,524.96002,5641432,4547728.5
C1891,Asia,Kyrgyzstan,DomEstico,Offline,Baja,14/03/2021,189138495,14/03/2021,9139,668.27002,502.54001,6107319.5,4592713
C9800,Asia,Bangladesh,Frutas,Online,Baja,15/10/2020,980037820,10/11/2020,3824,9.3299999,6.9200001,35677.922,26462.08
C4068,Asia,Bhutan,Alimento infantil,Online,Alta,28/01/2022,406833446,9/03/2022,9912,255.28,159.42,2530335.3,1580171
C5617,Europa,Macedonia,CArnicos,Offline,Baja,1/06/2021,561761701,18/06/2021,6626,421.89001,364.69,2795443.3,2416436
C9073,Australia y OceanIa,Samoa ,Verduras,Offline,CrItica,18/09/2022,907371413,11/10/2022,220,154.06,90.93,33893.199,20004.6
C5265,Europa,Austria,Bebida,Online,Media,11/09/2021,526523911,16/10/2021,8981,47.450001,31.790001,426148.44,285506
C3723,Europa,Italy,Bebida,Online,Alta,24/08/2021,372393023,12/09/2021,8226,47.450001,31.790001,390323.69,261504.55
C1184,Africa,Bahrain,Material de oficina,Offline,Media,11/07/2020,118465077,16/07/2020,5304,651.21002,524.96002,3454017.8,2784387.8
C4085,Australia y OceanIa,Australia,Snacks,Offline,CrItica,26/12/2020,408538901,5/01/2021,4594,152.58,97.440002,700952.5,447639.38
C6067,Africa,Nigeria,CosmEticos,Online,Baja,15/05/2020,606725823,31/05/2020,2509,437.20001,263.32999,1096934.8,660695
C1474,Europa,Spain,Ropa,Offline,CrItica,13/09/2020,147449672,26/10/2020,2489,109.28,35.84,271997.91,89205.758
C7854,Europa,Hungary,CArnicos,Online,Media,22/07/2021,785446774,11/08/2021,10,421.89001,364.69,4218.8999,3646.8999
C7457,Europa,Bosnia and Herzegovina,Verduras,Offline,Baja,22/06/2021,745765960,14/07/2021,7575,154.06,90.93,1167004.5,688794.75
C5737,Asia,South Korea,CosmEticos,Online,CrItica,5/04/2022,573768556,5/05/2022,9721,437.20001,263.32999,4250021,2559831
C8851,Africa,The Gambia,Snacks,Offline,Baja,2/11/2021,885128390,20/11/2021,8015,152.58,97.440002,1222928.8,780981.63
C1158,Europa,Norway,Bebida,Online,Baja,19/05/2021,115831792,9/06/2021,6056,47.450001,31.790001,287357.19,192520.23
C3721,NorteamErica,Mexico,Frutas,Offline,Media,16/01/2021,372177588,30/01/2021,4474,9.3299999,6.9200001,41742.422,30960.08
C6807,Europa,France,CosmEticos,Offline,Baja,20/05/2021,680777108,22/06/2021,5930,437.20001,263.32999,2592596,1561546.9
C1385,CentroamErica y Caribe,Belize,Frutas,Offline,Alta,3/12/2021,138554179,6/12/2021,115,9.3299999,6.9200001,1072.95,795.79999
C1627,Africa,Malawi,Bebida,Online,Alta,4/08/2022,162745130,19/08/2022,8755,47.450001,31.790001,415424.75,278321.44
C4408,Asia,India,Cuidado personal,Offline,CrItica,17/04/2022,440898787,1/06/2022,604,81.730003,56.669998,49364.922,34228.68
C2808,Asia,Tajikistan,Frutas,Online,Media,29/04/2020,280876481,31/05/2020,6447,9.3299999,6.9200001,60150.512,44613.238
C8608,Europa,Finland,Verduras,Online,Baja,9/09/2020,860852038,15/09/2020,4103,154.06,90.93,632108.19,373085.78
